ID,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
WPsQySEk,334.0,122.0,870.1,225.3,155.0,193.0
Xm3Pr6yg,410.0,117.0,693.7,115.1,135.0,161.0
lAZgbJBi,457.0,92.0,744.4,125.0,298.0,228.0
4SMJLQBi,333.0,112.0,856.8,128.3,196.0,177.0
JsovOZsB,233.0,93.0,688.4,135.9,270.0,216.0
SV1r0es4,406.0,93.0,452.9,208.4,238.0,205.0
D4gNoYn3,390.0,95.0,698.9,177.6,188.0,113.0
e9HcQ4Cq,223.0,98.0,518.3,119.5,237.0,115.0
wlVSnImO,533.0,79.0,822.2,118.3,290.0,201.0
lwAGnOPi,372.0,114.0,726.2,133.7,231.0,193.0
IB3LXQIB,350.0,67.0,791.5,164.4,180.0,145.0
vri3KhsR,269.0,93.0,546.9,152.8,249.0,233.0
tJlIqJnq,348.0,90.0,776.1,158.9,217.0,154.0
HwbE5bvA,376.0,111.0,780.1,70.6,195.0,241.0
c6s55w7i,478.0,95.0,1012.9,89.1,143.0,210.0
Xvi7nM7G,451.0,98.0,762.3,192.3,199.0,212.0
zFB9XhJl,304.0,126.0,770.5,124.4,204.0,238.0
QwKZyYcM,181.0,102.0,814.5,183.2,145.0,238.0
nCryUEVf,414.0,103.0,559.0,112.8,150.0,155.0
rDqJcBhh,348.0,60.0,653.3,173.9,250.0,213.0
FAkdIEUX,568.0,116.0,442.9,63.7,145.0,120.0
4yVCuwru,287.0,35.0,617.1,131.6,212.0,159.0
LMRvylzX,422.0,93.0,670.6,143.4,140.0,200.0
IZjjb7TP,552.0,90.0,871.1,124.6,153.0,158.0
COzuVCMj,387.0,67.0,606.7,116.9,144.0,188.0
H8prKGNk,73.0,92.0,285.3,145.0,213.0,109.0
STSoflEi,319.0,115.0,574.6,87.0,196.0,140.0
RicitbXT,199.0,73.0,259.5,175.6,217.0,143.0
w4Q3iF31,341.0,114.0,436.6,192.0,177.0,112.0
7YpzY3iT,379.0,87.0,749.5,123.8,228.0,131.0
mNqnCHXK,203.0,56.0,686.6,138.7,243.0,218.0
0TmNFMDM,349.0,133.0,481.3,86.9,156.0,153.0
09VMw56e,344.0,67.0,380.3,140.3,333.0,96.0
e3cgYKtB,383.0,86.0,657.8,152.3,185.0,184.0
uMHK1362,434.0,112.0,401.8,172.3,175.0,198.0
26LYCRB7,377.0,51.0,395.2,133.1,216.0,217.0
n2DvN3wH,335.0,102.0,812.5,154.7,202.0,111.0
uNiXRi2k,400.0,104.0,596.5,182.6,121.0,146.0
n90I2UAI,197.0,101.0,387.4,226.6,149.0,154.0
3qwVP6Bv,564.0,97.0,771.6,148.9,242.0,134.0
ac9DNFJX,540.0,97.0,702.1,213.0,236.0,179.0
Bya1YCvd,394.0,105.0,541.3,224.8,184.0,163.0
8UcMw4SP,449.0,80.0,721.8,151.8,149.0,217.0
y6T74pgj,336.0,77.0,755.2,157.9,266.0,150.0
Q9uxtyiA,500.0,68.0,546.6,199.5,166.0,221.0
Pn8IRQne,401.0,62.0,562.0,178.1,230.0,180.0
FwXmEwWB,555.0,86.0,612.5,107.5,133.0,121.0
QyyhVOv7,350.0,71.0,880.6,101.7,102.0,226.0
O0hG0Plj,550.0,69.0,561.0,239.5,234.0,98.0
keO2cAX2,452.0,135.0,480.6,210.3,195.0,257.0
cjN9i6MI,239.0,60.0,515.6,180.1,138.0,59.0
5Ttw278d,216.0,58.0,586.8,139.1,195.0,214.0
xgKM7E8d,489.0,91.0,672.6,114.9,253.0,171.0
a8WRgfiu,320.0,102.0,691.1,78.9,188.0,179.0
D9uIqMIS,286.0,128.0,878.1,153.6,163.0,191.0
qqabwUlo,337.0,80.0,564.2,29.9,253.0,186.0
Cztr1zqP,369.0,72.0,483.5,193.4,155.0,141.0
uLSTf3E4,300.0,63.0,831.6,144.1,271.0,175.0
JPhyfFXr,388.0,87.0,827.3,131.9,167.0,180.0
WX6AFCzS,446.0,90.0,880.9,208.1,309.0,155.0
Ys1IuUbI,416.0,130.0,557.4,172.6,258.0,105.0
V5exCCO2,338.0,135.0,573.8,123.7,154.0,222.0
woiIrMyO,515.0,94.0,617.9,187.7,224.0,125.0
w0GdWWUn,389.0,133.0,950.0,67.9,241.0,255.0
sNAcPaed,620.0,64.0,513.4,35.6,236.0,201.0
PUQoJRMf,301.0,68.0,577.4,105.1,205.0,135.0
hrPhbGRL,272.0,67.0,805.3,77.8,290.0,178.0
wMIu4f2h,189.0,125.0,722.4,129.9,193.0,230.0
PpkIyKDL,412.0,96.0,718.9,114.3,242.0,121.0
UCFjOjEk,591.0,83.0,737.1,171.3,181.0,243.0
7dsQ8dto,551.0,59.0,490.1,164.8,210.0,273.0
ZyxjtVUr,259.0,34.0,827.3,90.5,219.0,114.0
Rv9v65S5,681.0,97.0,690.7,169.6,292.0,107.0
0U6fZ20w,213.0,104.0,447.6,93.0,174.0,164.0
XvefOaMm,242.0,72.0,452.3,164.2,276.0,95.0
9lpxyJgn,407.0,105.0,936.0,170.7,257.0,131.0
nN2NvM5P,392.0,44.0,701.5,155.7,210.0,102.0
0cXjBKaL,330.0,76.0,608.0,182.4,268.0,171.0
LVpoSpOF,347.0,94.0,707.6,159.4,238.0,226.0
DZZg5Ngy,391.0,92.0,215.5,136.3,193.0,186.0
ppSHX9IO,466.0,103.0,730.8,194.9,173.0,226.0
wNuQAtu2,503.0,109.0,450.6,174.2,227.0,223.0
3xWRN1Xk,443.0,91.0,760.0,161.5,118.0,217.0
BF8uD6BS,381.0,50.0,591.4,100.0,213.0,206.0
kk8j1DwM,258.0,72.0,824.7,105.3,241.0,171.0
X19oyyiF,463.0,65.0,575.1,166.5,222.0,213.0
vph5iYFE,358.0,106.0,768.8,102.4,199.0,74.0
OyqAQ1WY,411.0,114.0,488.8,164.7,234.0,213.0
WGgLgmWc,340.0,93.0,606.2,205.9,125.0,135.0
phfg1mok,469.0,76.0,895.9,90.6,82.0,216.0
UpETqCH5,406.0,90.0,789.7,58.0,212.0,215.0
PQtp6sYO,469.0,61.0,625.7,166.8,183.0,184.0
LwNFzk8P,496.0,106.0,730.7,176.0,162.0,161.0
uq1wDhOM,286.0,68.0,573.6,148.3,171.0,149.0
3XHYMjr9,480.0,100.0,805.5,72.6,154.0,204.0
PnKzzqGr,408.0,74.0,509.6,152.9,237.0,119.0
4bij7A2M,458.0,64.0,830.5,133.8,234.0,57.0
8Yga7qCm,442.0,86.0,662.6,123.8,194.0,143.0
9juT1scb,496.0,70.0,377.3,74.7,314.0,233.0
CFccR7hW,385.0,87.0,146.8,186.2,291.0,181.0
Aqpy5LNS,449.0,123.0,863.1,77.5,203.0,162.0
ofrytBam,374.0,106.0,340.7,84.3,196.0,182.0
ahraOsH5,386.0,65.0,365.8,185.2,304.0,102.0
PS5tyzwt,245.0,91.0,508.0,189.3,137.0,100.0
STL3PoMv,436.0,43.0,531.0,117.3,256.0,224.0
FXSD10QV,339.0,103.0,658.5,155.4,202.0,112.0
C6D2ws3q,510.0,78.0,786.0,67.7,167.0,106.0
T8TLdhiH,412.0,67.0,765.2,160.2,275.0,264.0
7Wf5mWh8,589.0,60.0,537.2,83.3,201.0,178.0
6j28UFKQ,301.0,82.0,521.2,181.3,205.0,163.0
ZA88hpOZ,25.0,74.0,788.4,174.2,208.0,170.0
sZdzCsON,359.0,119.0,519.7,185.0,278.0,70.0
MT5lvsYQ,384.0,90.0,468.6,139.6,158.0,83.0
HA8sr9qU,421.0,87.0,605.1,104.0,179.0,137.0
96iLTXvl,455.0,90.0,660.5,174.6,154.0,186.0
LPyUnJVJ,348.0,87.0,780.7,87.9,173.0,141.0
A8wxtTxF,190.0,60.0,756.6,73.0,205.0,176.0
fXA4ZBru,393.0,78.0,971.8,114.9,261.0,201.0
yuyPtJSV,439.0,45.0,777.2,197.9,128.0,153.0
uHl54PbA,340.0,96.0,792.3,103.5,197.0,242.0
hUd43WVx,391.0,23.0,901.7,85.1,202.0,229.0
7ifL1bZZ,255.0,138.0,899.0,123.6,234.0,195.0
gQhIqcBZ,373.0,127.0,594.9,147.9,246.0,57.0
Mv05oIIu,179.0,86.0,476.3,174.1,226.0,209.0
2nO41W2K,345.0,117.0,765.4,45.5,81.0,179.0
nOTg5yOc,262.0,70.0,485.0,165.6,106.0,192.0
5wrJEXN2,338.0,34.0,570.1,91.8,187.0,111.0
TGbYqErA,230.0,81.0,502.3,158.3,267.0,197.0
cWXHdofG,495.0,61.0,634.0,159.8,233.0,142.0
f1BqPkrl,483.0,72.0,376.7,146.5,208.0,135.0
O0Zz6xp4,401.0,105.0,614.6,121.6,176.0,192.0
oBgjpMkH,438.0,104.0,470.8,192.9,175.0,162.0
8E29lFd8,390.0,61.0,265.8,44.0,212.0,168.0
CApWPdcg,466.0,68.0,541.8,209.8,131.0,119.0
z0GiZk3G,323.0,57.0,626.8,172.4,277.0,192.0
w6eGlYze,402.0,99.0,551.6,114.8,185.0,165.0
381x9lxt,465.0,106.0,565.9,136.1,233.0,76.0
EAItuidq,408.0,94.0,778.6,121.5,296.0,257.0
4GtlicpZ,272.0,80.0,1081.1,162.1,171.0,224.0
5UiPJ011,454.0,114.0,542.7,199.9,268.0,243.0
Z1PCSWdE,372.0,71.0,650.3,102.4,323.0,275.0
BmC7xoWK,461.0,70.0,776.6,191.6,245.0,141.0
OQfM4Q4V,467.0,69.0,783.4,56.9,179.0,159.0
J4TEeaux,524.0,93.0,610.2,85.8,157.0,158.0
jdYCh2XS,411.0,92.0,522.6,140.3,291.0,232.0
4iHlg4HQ,378.0,32.0,555.4,130.4,264.0,219.0
BLGSh43R,309.0,77.0,827.1,107.4,270.0,179.0
aSAJswLJ,351.0,118.0,700.3,172.3,206.0,112.0
2uMDtE2C,351.0,97.0,713.0,178.3,149.0,271.0
pFBuZlWx,523.0,105.0,548.0,208.0,172.0,198.0
ysNsZyH6,436.0,31.0,287.6,74.2,91.0,205.0
k6qfKiM5,204.0,100.0,838.8,135.2,129.0,214.0
lhav7n4D,183.0,70.0,749.9,139.7,153.0,215.0
hhKnzqin,391.0,70.0,375.6,88.4,281.0,86.0
PiObqkfZ,374.0,70.0,609.2,175.8,262.0,116.0
F4WB0GmT,370.0,66.0,611.3,118.0,265.0,132.0
YWJuNT9o,386.0,74.0,485.3,148.6,128.0,181.0
q3m34tMJ,385.0,72.0,671.3,129.3,226.0,104.0
KLFeiom6,392.0,60.0,375.8,136.2,145.0,238.0
2XIaOI1T,267.0,35.0,685.2,141.3,207.0,123.0
fUPXy8qO,544.0,87.0,718.5,122.7,163.0,251.0
jn0J41O2,254.0,55.0,832.7,140.0,205.0,157.0
qVXuLb2p,427.0,139.0,324.3,122.3,223.0,160.0
MXY3MNoy,444.0,96.0,458.6,225.4,182.0,143.0
n6m1X0IE,297.0,143.0,352.1,133.1,240.0,253.0
c5qTyToA,291.0,65.0,685.4,206.8,155.0,173.0
t7u7gmsl,249.0,80.0,734.4,217.9,173.0,171.0
fyRtv8mc,521.0,133.0,401.4,174.0,99.0,148.0
zJ8nTRgc,333.0,109.0,500.3,193.7,156.0,166.0
XqTZdFJi,278.0,107.0,797.2,161.9,135.0,241.0
xkyo2fmY,156.0,101.0,492.8,175.3,122.0,139.0
EXv3fvKh,228.0,47.0,948.6,186.3,156.0,159.0
yb2nfgST,420.0,85.0,497.0,96.9,215.0,175.0
FvZwONEu,463.0,46.0,511.7,150.1,172.0,233.0
NqoOhvXO,333.0,68.0,691.8,167.1,193.0,204.0
ufbxqbJV,403.0,73.0,750.4,167.7,156.0,189.0
0m9QT8Qh,513.0,98.0,414.8,149.4,161.0,168.0
Dr3FNUEL,503.0,99.0,572.3,212.8,176.0,222.0
IkfEtfab,411.0,86.0,608.1,115.4,216.0,136.0
vmtNnW6E,138.0,75.0,670.0,134.0,255.0,171.0
vAKaSgy5,272.0,123.0,415.9,153.2,137.0,275.0
SK6Akl21,368.0,100.0,712.7,128.2,169.0,228.0
Wwmo3nZS,432.0,88.0,259.9,166.9,189.0,150.0
pgb1AKsc,247.0,130.0,580.1,81.2,248.0,274.0
BqKBIHqP,514.0,74.0,807.8,85.3,158.0,127.0
kGcUOnmj,478.0,82.0,409.5,79.2,170.0,209.0
Nlb63WaD,299.0,101.0,453.4,109.7,103.0,203.0
68FRQidq,401.0,80.0,585.7,104.4,183.0,160.0
KarW6qRy,479.0,107.0,682.8,145.3,47.0,206.0
BK9sQSqi,294.0,54.0,730.8,195.7,158.0,185.0
7tzcJ7pS,514.0,94.0,335.7,116.9,310.0,212.0
JQsTlJ4k,498.0,117.0,726.6,188.6,157.0,210.0
c6ou86yP,645.0,98.0,468.3,134.8,272.0,219.0
Re8h0J3a,411.0,128.0,715.2,41.4,307.0,197.0
Wd1VkqzO,517.0,116.0,631.3,129.4,275.0,123.0
5BChbCKQ,425.0,136.0,934.5,161.7,195.0,80.0
FfZUxBeK,384.0,64.0,621.8,118.7,207.0,156.0
IcBc8rV4,262.0,93.0,690.0,205.5,342.0,103.0
Ba9F5qCT,319.0,71.0,747.3,102.8,231.0,75.0
QlJ47d6P,554.0,133.0,628.0,111.8,111.0,168.0
nnzP9OTa,296.0,37.0,268.9,150.2,147.0,90.0
onvqu51P,360.0,99.0,781.8,140.8,180.0,211.0
o9Pie0Qd,523.0,139.0,139.8,87.3,100.0,157.0
y40IZnXt,353.0,72.0,423.9,113.1,243.0,154.0
7kM3S4DT,514.0,89.0,710.8,185.7,127.0,202.0
gcBn8boc,449.0,74.0,687.7,178.1,240.0,78.0
IJ2V8RR0,367.0,98.0,509.7,112.5,120.0,246.0
WS9hvUIo,396.0,53.0,699.9,73.5,107.0,166.0
tzZo3REq,312.0,103.0,848.4,172.3,156.0,93.0
0sLC8Y8Y,333.0,114.0,286.5,90.4,186.0,253.0
TQkVRZ6k,74.0,82.0,587.5,113.1,155.0,78.0
3pCQOKvJ,389.0,105.0,1130.6,97.9,245.0,211.0
JYRW0GOo,341.0,128.0,832.2,112.2,167.0,151.0
Vno4YVD9,391.0,166.0,987.8,84.1,203.0,169.0
gEup09sC,370.0,93.0,379.3,113.2,149.0,190.0
N90yY9SI,421.0,71.0,449.0,204.8,124.0,81.0
JROxsrHy,302.0,70.0,710.0,137.0,183.0,227.0
zofaESgc,443.0,99.0,995.1,171.7,211.0,168.0
LaQkaeSI,415.0,73.0,865.7,192.5,189.0,185.0
O5LDxdVW,485.0,47.0,882.8,107.6,254.0,281.0
k4WWLtmU,348.0,62.0,498.9,202.2,233.0,170.0
U9eZLwHC,181.0,81.0,757.3,170.6,166.0,181.0
H6lKB0Cj,275.0,79.0,594.8,181.1,171.0,214.0
TyyizKhZ,315.0,87.0,335.9,99.7,236.0,144.0
XSxNBwDg,300.0,121.0,722.3,178.3,150.0,172.0
VxGuhQ1Z,687.0,57.0,568.1,187.7,162.0,219.0
kfox8PgI,528.0,61.0,427.4,145.7,169.0,176.0
38oW28hf,327.0,66.0,638.7,155.4,252.0,184.0
knO4jhys,355.0,89.0,910.3,109.9,99.0,143.0
4c1YPk24,330.0,93.0,741.2,133.1,253.0,280.0
1NdJUwd4,338.0,94.0,544.8,101.4,227.0,158.0
CvhAopMK,280.0,110.0,669.1,138.8,148.0,153.0
WsFVBA6q,312.0,116.0,477.1,151.8,76.0,135.0
SkPR1C0g,467.0,48.0,657.9,129.0,269.0,208.0
UUqra8tD,439.0,68.0,845.4,201.9,187.0,83.0
n8DSR3jV,322.0,86.0,760.1,195.6,222.0,221.0
gJbqjbhc,282.0,94.0,573.0,151.4,240.0,228.0
mRKmbcBq,532.0,102.0,544.6,106.7,226.0,185.0
t9Haweee,345.0,150.0,412.8,195.1,175.0,131.0
grKYBUYn,475.0,119.0,785.3,128.0,239.0,209.0
UoZfljk7,513.0,97.0,671.0,179.2,205.0,139.0
yHEfA8T5,382.0,78.0,821.0,102.6,96.0,131.0
Nlj3GzhP,332.0,92.0,747.5,70.1,174.0,136.0
kf5ZIpcD,292.0,84.0,727.5,157.4,312.0,168.0
AC1GgvCp,388.0,73.0,603.6,127.8,118.0,135.0
aaxjPzRg,301.0,82.0,434.7,56.4,202.0,243.0
qZj2DTAa,261.0,62.0,493.8,206.3,221.0,222.0
inCOfIbU,389.0,64.0,600.4,155.7,249.0,190.0
zusO8p16,317.0,78.0,383.8,127.8,211.0,215.0
wv5hCb6p,405.0,68.0,719.4,151.7,178.0,145.0
xcXAG2UW,256.0,90.0,698.0,69.9,163.0,212.0
3oygIa1i,332.0,86.0,740.9,129.7,240.0,109.0
YZunc3aM,410.0,150.0,433.4,116.0,160.0,260.0
w0GW1jeW,344.0,77.0,454.0,178.7,215.0,219.0
mLRTR7gq,482.0,109.0,748.1,168.2,226.0,213.0
IQTjPeZ7,303.0,108.0,803.5,153.7,217.0,101.0
xtVa8Pfz,258.0,119.0,834.9,137.6,147.0,159.0
sd0v0PHu,454.0,76.0,397.1,57.2,179.0,186.0
ucUPCE8w,263.0,63.0,563.8,158.4,224.0,264.0
uO9d0PLf,186.0,112.0,550.4,148.9,61.0,167.0
8bVQq9ke,389.0,94.0,381.3,99.6,240.0,200.0
gWWwfaJE,462.0,91.0,632.5,112.0,139.0,282.0
yVAOmpXs,206.0,76.0,630.0,199.9,195.0,125.0
mX4q856u,223.0,101.0,532.5,155.0,326.0,224.0
UFUca18h,550.0,99.0,467.5,110.4,233.0,154.0
C2F1RysE,536.0,69.0,721.6,120.3,185.0,167.0
yjuFzPNb,491.0,76.0,710.8,117.8,347.0,130.0
XW6rnXJo,387.0,72.0,448.0,171.9,224.0,210.0
GlDmTaPE,175.0,63.0,396.5,88.4,238.0,201.0
zDpFp4nU,395.0,102.0,535.7,161.8,132.0,229.0
ylfaHRQO,481.0,82.0,111.4,120.5,199.0,131.0
QIwL8Jgf,407.0,82.0,938.0,127.1,176.0,241.0
7Ftql0LM,253.0,57.0,677.5,153.4,135.0,245.0
k9O1GBiO,497.0,42.0,614.7,217.0,216.0,214.0
vVBAiwvA,322.0,65.0,362.6,185.9,162.0,60.0
sYeSIkRN,206.0,123.0,544.4,150.2,249.0,116.0
0URHj1FA,273.0,44.0,646.6,259.3,278.0,143.0
pzI7Pn4f,648.0,106.0,828.5,159.4,128.0,139.0
3qZzNv3Y,429.0,118.0,719.7,188.2,296.0,221.0
0lxBLrIm,327.0,82.0,700.6,120.3,164.0,258.0
EXqhxwzl,481.0,98.0,664.1,74.0,236.0,265.0
Tu4R6H9u,245.0,89.0,847.2,148.1,157.0,249.0
PbMI5XZb,309.0,66.0,353.0,111.1,99.0,134.0
DneyZSrD,211.0,94.0,348.7,148.0,169.0,217.0
8rQPPpXu,433.0,68.0,548.4,139.6,279.0,265.0
wB6p2RkR,571.0,69.0,389.0,128.6,163.0,246.0
b7oESlFz,334.0,34.0,645.7,128.6,236.0,100.0
Q2eeWWxh,405.0,79.0,726.8,161.4,191.0,207.0
nn9p5jpd,434.0,69.0,279.4,97.6,233.0,164.0
ATTbHVf0,451.0,64.0,514.3,92.6,222.0,170.0
EYMFjQKk,441.0,110.0,795.0,167.9,214.0,85.0
oZHK8abm,354.0,101.0,367.7,144.7,241.0,140.0
qYzoNCzP,471.0,150.0,1007.8,126.2,173.0,144.0
Qn9TGgPY,444.0,87.0,318.6,161.2,183.0,109.0
KRTlCBub,110.0,109.0,671.3,125.5,225.0,154.0
o4edphqY,292.0,90.0,706.2,140.7,251.0,124.0
i2peUJFe,392.0,111.0,711.8,50.1,245.0,179.0
NlJl93N5,383.0,47.0,936.0,82.2,178.0,243.0
vyRU7Lqf,130.0,135.0,512.4,178.6,205.0,130.0
yVe8g9ce,410.0,78.0,814.7,202.7,138.0,173.0
hQoLyQds,441.0,91.0,631.0,176.0,179.0,212.0
nDuHrYy5,254.0,75.0,304.8,114.6,257.0,151.0
ws5pgJqo,273.0,116.0,1146.9,119.2,233.0,250.0
aYiY4FEb,423.0,60.0,736.7,169.0,108.0,76.0
67iOP2Ub,343.0,111.0,504.9,162.4,251.0,161.0
oqu6u4Mf,186.0,87.0,838.8,105.2,250.0,203.0
ZrhEsNFV,420.0,74.0,737.3,161.8,283.0,155.0
j5iavPei,389.0,77.0,742.6,135.1,153.0,177.0
VBYbeufc,297.0,84.0,716.4,107.1,222.0,156.0
9dZhSrE6,519.0,93.0,933.9,147.3,133.0,205.0
CjX5wFcZ,464.0,88.0,630.4,99.0,265.0,171.0
JybjmE1i,292.0,84.0,492.1,177.1,182.0,184.0
ctgrj8lW,442.0,112.0,573.8,101.6,270.0,91.0
ugVL3pyY,409.0,112.0,514.1,182.7,228.0,70.0
WnOaFNnT,477.0,82.0,105.5,95.5,177.0,211.0
Zbwdb5wQ,405.0,97.0,540.8,93.8,188.0,263.0
hL8fg9sV,132.0,102.0,627.6,228.3,278.0,185.0
vNBviMVk,403.0,112.0,662.1,77.0,191.0,228.0
lX9oAVLt,280.0,74.0,308.1,137.6,252.0,194.0
cfXERg0W,540.0,86.0,581.0,93.6,132.0,194.0
csbZQUrr,228.0,82.0,799.4,198.5,244.0,198.0
jtriBmoE,305.0,64.0,340.2,194.4,190.0,125.0
bzaQxVsw,379.0,102.0,592.4,118.2,151.0,171.0
sgkiaK91,465.0,71.0,517.6,98.8,268.0,156.0
r6epCpZZ,359.0,153.0,820.9,132.2,129.0,250.0
GsdOKVc6,397.0,82.0,585.9,155.7,190.0,181.0
uT6Luf8Q,145.0,153.0,692.8,158.3,234.0,185.0
dalehnIt,241.0,116.0,612.3,163.4,108.0,135.0
2LStrsuH,146.0,56.0,832.4,151.6,159.0,166.0
xxgEVsxv,494.0,83.0,841.3,178.1,126.0,140.0
6VtMC5xo,284.0,109.0,821.6,124.6,100.0,166.0
IUN04RuY,621.0,83.0,555.0,161.9,75.0,227.0
grt8qf4u,264.0,70.0,522.8,168.5,131.0,255.0
QcIvafIM,628.0,22.0,541.9,92.2,317.0,117.0
1vg6uKQd,340.0,103.0,936.2,92.2,210.0,38.0
lUehr4qb,444.0,65.0,554.4,155.4,268.0,195.0
3IKXp4Ek,79.0,78.0,450.5,132.3,106.0,170.0
wvLz674z,390.0,87.0,558.6,155.1,176.0,170.0
D1m3FlCP,399.0,28.0,741.8,121.1,154.0,214.0
VOva3oPE,376.0,91.0,403.7,180.4,239.0,137.0
dip5qOED,247.0,78.0,322.3,205.6,299.0,160.0
JryhWxPL,426.0,58.0,479.5,93.2,179.0,146.0
15HXnZvJ,392.0,70.0,1019.2,163.8,182.0,147.0
kcARA1LR,341.0,66.0,808.9,155.2,256.0,215.0
IMvDT4bX,235.0,112.0,316.5,214.5,93.0,176.0
YBMAUE47,294.0,100.0,747.7,143.8,158.0,176.0
vho1idnR,491.0,78.0,638.8,126.9,202.0,145.0
SCQz0kZ8,464.0,84.0,720.9,157.6,239.0,122.0
gLpsMDAw,373.0,83.0,705.2,125.5,189.0,183.0
y9HNbqDB,668.0,85.0,465.7,93.3,176.0,138.0
og33ZAzq,344.0,98.0,481.1,201.4,10.0,208.0
uzKvRzKg,393.0,107.0,297.9,60.4,125.0,128.0
cdVG4JuY,627.0,88.0,442.6,216.2,227.0,151.0
Jjg2z1CG,326.0,66.0,823.2,201.0,251.0,187.0
hl0zvXiN,288.0,122.0,608.1,176.1,166.0,215.0
Zri1CQEC,305.0,119.0,815.4,161.6,243.0,203.0
StFxKATT,455.0,126.0,444.3,167.0,268.0,187.0
kd6WFmY4,535.0,83.0,377.1,159.1,319.0,106.0
zoUOiddu,277.0,116.0,640.5,171.1,172.0,187.0
dNg1N6Qe,413.0,63.0,911.9,95.6,225.0,218.0
zZrMeg4G,272.0,120.0,476.0,148.5,171.0,128.0
qWglsW32,269.0,104.0,760.9,162.0,203.0,194.0
g3j3XaFO,330.0,120.0,809.8,169.9,133.0,162.0
CLWXIdH2,593.0,35.0,749.4,235.6,156.0,182.0
XqDnFIAl,280.0,108.0,658.0,177.9,302.0,239.0
GiFQ1s9P,292.0,95.0,832.0,128.5,252.0,242.0
GDbrq0Ro,689.0,125.0,609.3,125.7,148.0,224.0
RT5IQGkw,278.0,120.0,578.9,71.7,355.0,236.0
HxCupjlU,344.0,143.0,705.9,127.5,190.0,122.0
QzeJewzV,326.0,63.0,578.3,141.6,175.0,197.0
Z0SiEfnT,391.0,107.0,775.7,128.8,224.0,117.0
cNOhy10v,451.0,78.0,557.5,87.8,210.0,177.0
vBSePo7n,417.0,53.0,642.5,147.7,246.0,136.0
DDPNzk25,540.0,110.0,695.8,58.2,152.0,192.0
25nxO2db,493.0,83.0,697.8,211.5,297.0,118.0
jMfU0NUB,402.0,106.0,162.0,148.4,49.0,201.0
VsBFWR6J,433.0,105.0,901.8,114.7,265.0,124.0
9InpOToA,262.0,78.0,628.9,211.2,287.0,158.0
FM5o3Ekv,241.0,76.0,1369.3,159.8,272.0,131.0
TnjbJDS0,390.0,84.0,797.6,171.6,135.0,206.0
0R7RsPIy,491.0,106.0,854.9,142.1,234.0,207.0
P0YllmJd,304.0,77.0,550.8,75.8,177.0,166.0
ozcKu3bV,454.0,63.0,764.6,193.5,229.0,243.0
Wlpns41U,358.0,103.0,544.7,114.1,214.0,152.0
yvZFatQe,379.0,76.0,861.0,168.4,105.0,199.0
dIqlYdqn,209.0,110.0,617.7,116.5,79.0,128.0
kp8J90zM,370.0,94.0,614.5,186.7,223.0,116.0
ph2VHXi9,288.0,103.0,751.0,164.7,213.0,176.0
OuB1JWds,469.0,85.0,1105.8,157.1,189.0,124.0
iifQ1stv,353.0,119.0,732.3,162.8,127.0,187.0
u1ZwbVpT,455.0,116.0,856.0,75.7,199.0,227.0
HJW8J1ql,308.0,97.0,555.4,124.3,235.0,210.0
kAvq1Cmb,375.0,88.0,715.7,88.9,209.0,220.0
OwVMX5La,325.0,79.0,803.3,108.5,120.0,219.0
p4c0suE1,317.0,81.0,369.1,99.2,241.0,153.0
Q6g81xYC,419.0,102.0,604.7,160.0,219.0,258.0
nuxrWuXl,301.0,80.0,446.0,180.5,189.0,284.0
VFx08Qlx,397.0,101.0,493.4,247.4,223.0,149.0
Mt9D64Ur,416.0,123.0,379.1,116.8,209.0,182.0
Aw5NUDcu,404.0,94.0,421.1,117.5,191.0,148.0
B5YrQlQF,433.0,89.0,507.7,178.4,274.0,236.0
WdnosWVQ,331.0,79.0,754.6,145.3,165.0,191.0
PEZGIXel,435.0,126.0,561.0,169.4,199.0,158.0
Hq9FNOCC,576.0,55.0,414.3,151.0,179.0,319.0
dPDNUeX7,353.0,63.0,675.9,156.0,330.0,191.0
pJktGWND,412.0,74.0,663.3,69.2,253.0,168.0
deHs7bYF,387.0,86.0,623.5,152.6,222.0,124.0
WafrCvPl,506.0,82.0,398.5,110.0,164.0,146.0
UzYU5Tv9,495.0,89.0,731.9,135.3,145.0,253.0
Ziop4K6s,389.0,89.0,634.7,198.1,228.0,99.0
Gzuj8kSb,375.0,112.0,446.6,158.1,170.0,172.0
7w2hyUea,584.0,60.0,788.1,130.9,281.0,261.0
fgWglwFS,283.0,98.0,606.5,191.4,256.0,195.0
8ljiyv9k,385.0,85.0,756.4,190.6,172.0,255.0
ZWtClpeG,390.0,93.0,518.7,85.3,91.0,147.0
kd7ejn4U,481.0,101.0,653.3,139.5,171.0,226.0
qVCeM036,375.0,102.0,669.7,190.0,139.0,220.0
0L8X78Zz,385.0,87.0,484.8,159.9,181.0,175.0
Ie46M6pV,375.0,130.0,459.7,171.9,273.0,173.0
widQNrgq,361.0,80.0,148.1,154.6,170.0,192.0
guey66P2,315.0,59.0,645.3,152.8,283.0,116.0
9OXc1tGn,391.0,83.0,944.2,144.3,182.0,154.0
X8sWJOgL,192.0,3.0,950.7,113.7,245.0,122.0
Hh7WRWm5,364.0,58.0,894.2,95.5,245.0,152.0
hfDuirRG,447.0,112.0,612.5,116.7,170.0,133.0
